Id,PESEL_uzytkownika,Nr_rejestracyjny_pojazdu,Data_rozpoczecia,Data_zakonczenia,Godzina_rozpoczecia,Godzina_zakonczenia,Miejsce_rozpoczecia,Miejsce_zakonczenia,Dystans,Ocena_przejazdu,Ocena_techniki_jazdy,Ocena_przestrzegania_przepisow_drogowych,Mnoznik_ceny,Koszt_przejazdu
384,100000000028,PX BC54P,2001-02-18,2001-02-18,21:04:23.418728,21:37:35.329378,241,984,7.4,9.5,10,9,0.74,31.08
385,100000000021,WMY CDXR,2001-03-30,2001-03-30,15:46:23.495236,20:37:08.708274,114,669,7.03,9.5,10,9,0.74,29.71
386,100000000022,BHK G6SA,2001-03-27,2001-03-27,08:19:15.818958,14:15:05.554345,227,293,2.94,10.0,10,10,0.7,13.79
387,100000000022,BHK G6SA,2001-03-29,2001-03-29,01:18:54.921457,10:15:02.776656,293,200,8.61,9.5,10,9,0.74,35.56
388,100000000029,XI 8Y84,2001-02-13,2001-02-13,01:52:14.368320,18:14:34.434659,826,945,3.69,10.0,10,10,0.7,16.42
389,100000000021,WMY CDXR,2001-04-09,2001-04-09,15:00:18.378396,15:12:35.278466,669,851,9.15,9.5,10,9,0.74,37.56
390,100000000024,QAW 11NC,2001-03-04,2001-03-04,17:00:58.602030,21:27:24.370519,870,796,8.5,10.0,10,10,0.7,33.25
391,100000000016,CPD 7R713,2001-05-02,2001-05-02,11:26:39.963203,21:03:44.108927,449,351,8.0,10.0,10,10,0.7,31.5
392,100000000011,DY H6HW,2001-05-21,2001-05-22,20:22:33.313038,04:54:43.631417,307,405,7.93,9.5,10,9,0.74,33.04
393,100000000033,YB TU4BF,2001-01-23,2001-01-23,07:17:56.569423,15:36:04.178073,999,146,8.27,9.5,9,10,0.74,34.3
394,100000000017,DM TLKQ,2001-05-01,2001-05-01,14:45:00.295929,16:06:10.327794,422,27,1.13,10.0,10,10,0.7,7.45
395,100000000029,XI 8Y84,2001-02-17,2001-02-18,22:50:27.518811,04:58:34.786027,945,455,3.22,9.5,9,10,0.74,15.61
396,100000000016,CPD 7R713,2001-05-13,2001-05-14,21:02:33.910956,00:56:28.480273,351,223,5.15,10.0,10,10,0.7,21.52
397,100000000022,BHK G6SA,2001-04-03,2001-04-04,21:57:29.644941,01:03:30.703917,200,153,6.25,9.0,10,8,0.78,28.28
398,100000000034,IBK CQ4J,2001-01-22,2001-01-22,17:46:36.973350,18:03:47.107576,976,505,7.61,10.0,10,10,0.7,30.14
399,100000000018,QYN 9VFGG,2001-04-28,2001-04-28,03:03:57.511121,08:24:05.423637,802,80,7.25,10.0,10,10,0.7,28.87
400,100000000008,BN 5CPAQ,2001-06-02,2001-06-02,04:50:47.063138,17:49:25.931349,734,251,6.64,9.5,10,9,0.74,28.27
401,100000000023,QAW 11NC,2001-03-19,2001-03-19,13:34:56.827315,23:45:41.620433,796,542,5.38,9.0,10,8,0.78,24.88
402,100000000017,DM TLKQ,2001-05-02,2001-05-02,01:59:25.497304,04:45:38.905938,27,132,3.36,9.5,10,9,0.74,16.13
403,100000000009,QN 7ACUG,2001-05-26,2001-05-27,22:37:19.666532,07:25:15.214039,329,281,6.88,9.0,9,9,0.78,30.73
404,100000000033,YB TU4BF,2001-01-27,2001-01-27,14:22:46.013866,22:06:14.710309,146,669,4.43,10.0,10,10,0.7,19.0
405,100000000022,BHK G6SA,2001-04-06,2001-04-06,06:35:57.489415,10:59:44.030875,153,798,2.74,9.0,10,8,0.78,14.59
406,100000000033,YB TU4BF,2001-01-28,2001-01-29,19:43:38.878804,02:15:10.160905,669,365,3.29,10.0,10,10,0.7,15.01
407,100000000024,VZZ CFFAE,2001-03-16,2001-03-16,08:51:39.206338,09:48:53.574333,937,795,8.31,9.5,10,9,0.74,34.45
408,100000000035,EBM 7JQME,2001-01-07,2001-01-07,15:20:34.480392,17:48:58.973489,68,943,6.66,9.5,10,9,0.74,28.34
409,100000000015,CPD 7R713,2001-05-15,2001-05-15,01:02:04.941949,05:15:42.422613,223,127,9.06,9.5,10,9,0.74,37.22
410,100000000014,MD GUO25,2001-05-17,2001-05-17,04:42:32.288999,08:36:22.220345,306,894,4.46,10.0,10,10,0.7,19.11
411,100000000036,LT Y85G,2001-01-01,2001-01-01,00:20:57.945182,02:12:35.531425,186,297,9.45,10.0,10,10,0.7,36.57
412,100000000031,VDM WZHP3,2001-01-30,2001-01-30,03:45:23.562917,13:02:45.979531,972,815,9.68,9.5,10,9,0.74,39.52
413,100000000028,PX BC54P,2001-02-25,2001-02-26,20:23:30.113173,04:04:49.727177,984,462,6.07,9.5,10,9,0.74,26.16
414,100000000023,QAW 11NC,2001-04-03,2001-04-03,20:10:31.481704,20:34:35.351136,542,415,7.47,9.5,9,10,0.74,31.34
415,100000000030,YAP 9DNX3,2001-02-13,2001-02-13,00:30:40.853000,10:26:01.503684,734,355,4.48,9.5,9,10,0.74,20.28
416,100000000020,QW NO6H,2001-04-16,2001-04-16,05:09:47.184095,13:09:53.117464,237,833,5.34,8.5,9,8,0.82,25.99
417,100000000032,IBK CQ4J,2001-01-28,2001-01-29,23:09:14.918891,02:41:19.612582,505,606,2.88,9.5,10,9,0.74,14.36
418,100000000024,VZZ CFFAE,2001-03-19,2001-03-19,06:17:20.511914,20:40:42.522632,795,220,9.61,9.5,9,10,0.74,39.26
419,100000000009,QN 7ACUG,2001-05-28,2001-05-28,03:04:33.648457,12:21:09.077032,281,779,7.01,9.5,10,9,0.74,29.64
420,100000000015,CPD 7R713,2001-05-16,2001-05-16,16:17:19.428675,20:58:02.740263,127,651,7.4,9.5,10,9,0.74,31.08
421,100000000024,VZZ CFFAE,2001-03-20,2001-03-20,09:05:35.474589,15:31:53.755712,220,521,6.92,9.0,10,8,0.78,30.89
422,100000000035,EBM 7JQME,2001-01-13,2001-01-13,11:27:33.948201,11:29:40.782590,943,487,1.67,9.5,10,9,0.74,9.88
423,100000000021,WMY CDXR,2001-04-16,2001-04-16,01:12:35.776698,11:58:47.230015,851,569,7.26,9.5,10,9,0.74,30.56
424,100000000028,PX BC54P,2001-02-28,2001-02-28,01:59:16.033809,12:08:51.150674,462,182,7.72,10.0,10,10,0.7,30.52
425,100000000031,YF LFTBW,2001-02-07,2001-02-07,11:08:32.861175,15:36:15.947622,78,221,8.52,9.5,9,10,0.74,35.22
426,100000000025,AA UJOZ,2001-03-07,2001-03-08,20:40:58.938436,01:30:14.480686,631,80,9.14,10.0,10,10,0.7,35.49
427,100000000035,EBM 7JQME,2001-01-20,2001-01-20,15:57:38.568908,19:22:21.053969,487,113,6.77,9.5,10,9,0.74,28.75
428,100000000034,EBM 7JQME,2001-01-25,2001-01-25,16:14:50.069065,18:05:13.474628,113,770,4.19,9.5,10,9,0.74,19.2
429,100000000022,BHK G6SA,2001-04-14,2001-04-15,20:03:18.534228,00:08:41.744254,798,598,7.88,10.0,10,10,0.7,31.08
430,100000000026,XQ FLQHJ,2001-03-02,2001-03-03,21:36:35.023054,18:35:06.901233,427,159,7.57,9.0,9,9,0.78,33.42
431,100000000024,VZZ CFFAE,2001-04-02,2001-04-02,10:49:04.575685,21:09:56.143737,521,829,2.77,9.5,10,9,0.74,13.95
432,100000000025,AA UJOZ,2001-03-24,2001-03-25,22:09:44.330731,04:34:01.180667,80,736,1.62,10.0,10,10,0.7,9.17
433,100000000030,YAP 9DNX3,2001-02-16,2001-02-16,17:21:47.563077,18:24:00.709956,355,651,3.88,9.5,10,9,0.74,18.06
434,100000000023,QAW 11NC,2001-04-06,2001-04-06,05:57:09.651137,16:17:57.152226,415,406,8.1,9.5,10,9,0.74,33.67
435,100000000018,QYN 9VFGG,2001-04-30,2001-05-01,21:20:11.627845,08:32:35.085241,80,188,2.56,10.0,10,10,0.7,12.46
436,100000000026,XQ FLQHJ,2001-03-15,2001-03-15,06:30:59.041627,15:37:54.862856,159,62,1.99,9.5,10,9,0.74,11.06
437,100000000027,PX BC54P,2001-03-09,2001-03-10,09:51:08.958551,02:57:19.799934,182,824,7.03,9.5,10,9,0.74,29.71
438,100000000036,LT Y85G,2001-01-07,2001-01-07,21:16:49.376111,22:35:00.644947,297,871,1.03,9.0,9,9,0.78,7.92
439,100000000032,VU AA7GG,2001-02-01,2001-02-01,15:49:39.496458,19:39:06.018641,681,579,4.03,9.0,10,8,0.78,19.62
440,100000000023,QAW 11NC,2001-04-14,2001-04-14,01:05:16.383088,15:52:23.683005,406,493,1.34,9.5,10,9,0.74,8.66
441,100000000033,YB TU4BF,2001-01-30,2001-01-30,08:21:07.570641,12:58:22.638692,365,922,6.43,9.0,9,9,0.78,28.98
442,100000000028,XI 8Y84,2001-03-03,2001-03-03,07:59:03.154984,22:52:27.929784,455,674,2.86,10.0,10,10,0.7,13.51
443,100000000024,VZZ CFFAE,2001-04-12,2001-04-12,14:06:57.613162,18:27:48.479887,829,506,1.87,10.0,10,10,0.7,10.04
444,100000000029,YAP 9DNX3,2001-02-22,2001-02-22,05:12:06.930174,05:42:13.144555,651,299,2.61,9.5,10,9,0.74,13.36
445,100000000010,TGI N05GK,2001-05-27,2001-05-28,21:46:03.650296,03:13:32.292151,927,160,8.31,9.5,10,9,0.74,34.45
446,100000000036,LT Y85G,2001-01-08,2001-01-08,01:01:17.880209,03:18:35.203049,871,219,2.77,9.0,10,8,0.78,14.7
447,100000000019,DXS V2QJ,2001-04-24,2001-04-24,05:24:14.263486,07:59:47.428728,79,284,9.58,9.5,10,9,0.74,39.15
448,100000000034,EBM 7JQME,2001-01-28,2001-01-28,06:29:38.585053,12:30:16.373049,770,279,9.81,10.0,10,10,0.7,37.84
449,100000000026,XQ FLQHJ,2001-03-19,2001-03-20,19:13:54.665584,14:23:42.092258,62,106,5.24,9.0,9,9,0.78,24.34
450,100000000036,LT Y85G,2001-01-10,2001-01-10,09:05:53.466486,12:59:22.393699,219,131,9.51,9.5,10,9,0.74,38.89
451,100000000036,LT Y85G,2001-01-13,2001-01-13,13:02:35.887004,19:29:02.175336,131,81,7.85,10.0,10,10,0.7,30.98
452,100000000029,YAP 9DNX3,2001-02-27,2001-02-27,04:36:12.537458,14:02:46.301854,299,941,9.56,9.0,9,9,0.78,41.18
453,100000000037,TUB DR30P,2001-01-06,2001-01-07,19:48:12.037269,00:36:15.943448,835,996,2.52,9.0,10,8,0.78,13.73
454,100000000017,DM TLKQ,2001-05-03,2001-05-03,14:31:58.431101,18:06:10.152796,132,618,5.82,9.0,10,8,0.78,26.6
455,100000000011,KP 9DJ3,2001-05-25,2001-05-25,13:50:05.323113,14:25:04.013676,55,133,2.3,9.5,10,9,0.74,12.21
456,100000000012,DY H6HW,2001-05-23,2001-05-24,23:03:55.704991,00:21:51.155122,405,470,3.67,10.0,10,10,0.7,16.34
457,100000000026,XQ FLQHJ,2001-03-24,2001-03-24,01:21:06.237210,02:46:22.834472,106,64,1.79,9.0,10,8,0.78,10.88
458,100000000018,QYN 9VFGG,2001-05-01,2001-05-01,14:15:38.529694,20:09:23.450533,188,273,5.43,10.0,10,10,0.7,22.5
459,100000000025,AA UJOZ,2001-03-28,2001-03-29,20:35:53.770265,13:02:39.234712,736,938,3.92,9.0,10,8,0.78,19.19
460,100000000013,USO 8BXCL,2001-05-23,2001-05-24,22:55:01.660062,00:08:08.032440,966,143,1.96,9.5,10,9,0.74,10.95
461,100000000025,AA UJOZ,2001-03-31,2001-04-01,15:29:32.350063,06:50:24.422519,938,809,7.01,9.5,10,9,0.74,29.64
462,100000000020,QW NO6H,2001-04-19,2001-04-20,19:12:40.270188,08:05:04.432805,833,406,5.39,10.0,10,10,0.7,22.36
463,100000000034,EBM 7JQME,2001-01-28,2001-01-29,20:40:29.608612,10:05:36.170643,279,892,5.24,9.5,10,9,0.74,23.09
464,100000000026,XQ FLQHJ,2001-03-24,2001-03-24,08:35:50.465598,19:24:30.078230,64,370,8.86,10.0,10,10,0.7,34.51
465,100000000035,LT Y85G,2001-01-26,2001-01-27,21:02:02.495926,01:43:07.197183,81,826,8.35,9.5,9,10,0.74,34.6
466,100000000026,XQ FLQHJ,2001-03-28,2001-03-29,22:28:53.307526,06:17:35.221559,370,359,7.69,9.5,10,9,0.74,32.15
467,100000000032,VU AA7GG,2001-02-06,2001-02-06,11:33:09.196844,12:58:53.640223,579,82,8.02,10.0,10,10,0.7,31.57
468,100000000030,YF LFTBW,2001-02-19,2001-02-19,14:37:56.265136,15:17:56.953797,221,159,6.29,8.5,9,8,0.82,29.89
469,100000000017,DM TLKQ,2001-05-08,2001-05-08,08:57:19.263427,09:11:37.154960,618,892,7.88,9.0,10,8,0.78,34.63
470,100000000021,WMY CDXR,2001-04-16,2001-04-16,16:26:48.774968,20:06:15.520821,569,786,4.14,9.5,10,9,0.74,19.02
471,100000000025,AA UJOZ,2001-04-01,2001-04-02,18:34:12.685539,00:18:16.579160,809,826,7.85,10.0,10,10,0.7,30.98
472,100000000031,VU AA7GG,2001-02-15,2001-02-15,00:21:36.974085,12:18:49.381936,82,14,8.05,10.0,10,10,0.7,31.67
473,100000000014,BGI TYUWS,2001-05-19,2001-05-20,14:25:53.564553,07:49:49.048464,112,695,2.53,9.5,10,9,0.74,13.06
474,100000000018,QYN 9VFGG,2001-05-02,2001-05-02,07:33:38.471251,12:04:20.392621,273,990,6.93,10.0,10,10,0.7,27.76
475,100000000028,XI 8Y84,2001-03-04,2001-03-04,00:05:46.981674,05:10:00.239499,674,121,6.61,9.5,10,9,0.74,28.16
476,100000000027,PX BC54P,2001-03-11,2001-03-11,10:47:06.702709,19:45:36.286052,824,324,4.09,10.0,10,10,0.7,17.81
477,100000000027,PX BC54P,2001-03-12,2001-03-13,22:56:56.765877,04:20:57.729147,324,691,2.77,9.5,10,9,0.74,13.95
478,100000000027,PX BC54P,2001-03-23,2001-03-23,18:26:46.568201,19:11:56.083275,691,493,8.09,8.5,9,8,0.82,37.27
479,100000000012,DY H6HW,2001-05-24,2001-05-25,21:08:09.518914,16:11:58.039628,470,575,6.88,8.5,10,7,0.82,32.31
480,100000000019,DXS V2QJ,2001-04-29,2001-04-29,11:15:31.347577,11:43:31.080584,284,828,9.76,9.5,10,9,0.74,39.81
481,100000000018,QYN 9VFGG,2001-05-04,2001-05-04,10:49:34.607692,11:21:48.852943,990,693,2.59,10.0,10,10,0.7,12.56
482,100000000023,VZZ CFFAE,2001-04-14,2001-04-14,07:44:12.905614,15:02:16.463299,506,923,4.56,9.5,10,9,0.74,20.57
483,100000000036,TUB DR30P,2001-01-22,2001-01-22,12:54:06.397467,21:28:29.769235,996,132,4.82,9.5,10,9,0.74,21.53
484,100000000038,JOG AZJY,2001-01-05,2001-01-05,09:01:22.485072,09:53:21.984132,500,215,4.01,10.0,10,10,0.7,17.53
485,100000000034,IBK CQ4J,2001-01-30,2001-01-30,03:38:54.033922,11:21:06.679072,606,518,6.5,9.5,10,9,0.74,27.75
486,100000000028,XI 8Y84,2001-03-10,2001-03-11,22:02:37.675330,00:03:39.524366,121,153,2.41,8.5,10,7,0.82,13.98
487,100000000021,WMY CDXR,2001-04-19,2001-04-19,12:34:51.608962,13:53:52.998988,786,452,7.57,10.0,10,10,0.7,29.99
488,100000000032,VDM WZHP3,2001-02-07,2001-02-07,15:23:50.950587,18:27:19.820141,815,274,4.85,7.5,9,6,0.93,27.2
489,100000000025,AA UJOZ,2001-04-10,2001-04-10,17:07:32.901823,19:02:24.888256,826,476,3.63,9.0,9,9,0.78,18.06
490,100000000035,LT Y85G,2001-01-27,2001-01-27,07:46:59.946299,11:25:22.039079,826,754,3.32,9.0,10,8,0.78,16.85
491,100000000014,SR CKI2,2001-05-20,2001-05-20,00:50:48.861612,06:04:45.497613,422,120,9.88,9.5,10,9,0.74,40.26
492,100000000017,DM TLKQ,2001-05-09,2001-05-09,10:42:09.499362,14:39:20.444900,892,853,4.75,10.0,10,10,0.7,20.12
493,100000000031,VU AA7GG,2001-02-18,2001-02-18,00:48:24.095325,09:43:26.528148,14,819,5.51,10.0,10,10,0.7,22.78
494,100000000014,BGI TYUWS,2001-05-22,2001-05-23,22:34:32.500793,08:50:39.945442,695,746,8.38,9.0,10,8,0.78,36.58
495,100000000032,VDM WZHP3,2001-02-11,2001-02-11,10:24:18.899036,17:51:41.915218,274,466,5.09,10.0,10,10,0.7,21.32
496,100000000033,YB TU4BF,2001-02-07,2001-02-07,02:55:23.571645,06:12:40.409804,922,365,4.67,8.5,9,8,0.82,23.25
497,100000000029,YAP 9DNX3,2001-03-03,2001-03-03,20:58:51.457794,23:23:56.495134,941,60,8.61,9.5,10,9,0.74,35.56
498,100000000026,PX BC54P,2001-03-29,2001-03-29,04:33:57.170843,15:39:45.272549,493,729,1.46,9.5,10,9,0.74,9.1
499,100000000026,XQ FLQHJ,2001-03-30,2001-03-31,22:29:40.846860,07:09:01.517878,359,558,6.61,9.0,10,8,0.78,29.68
500,100000000017,QYN 9VFGG,2001-05-09,2001-05-09,11:02:51.896059,13:08:14.674135,693,86,1.1,10.0,10,10,0.7,7.35
501,100000000027,XI 8Y84,2001-03-24,2001-03-25,23:08:06.344005,09:40:23.336248,153,248,2.29,9.5,10,9,0.74,12.17
502,100000000029,YAP 9DNX3,2001-03-05,2001-03-05,00:18:56.586416,00:51:43.677616,60,655,4.08,9.0,9,9,0.78,19.81
503,100000000037,JOG AZJY,2001-01-10,2001-01-10,10:44:15.773812,12:39:14.839211,215,968,5.68,9.5,9,10,0.74,24.72
504,100000000022,BHK G6SA,2001-04-15,2001-04-15,07:38:18.125851,10:01:20.447046,598,508,9.33,10.0,10,10,0.7,36.15
505,100000000032,VDM WZHP3,2001-02-16,2001-02-17,17:48:41.455818,05:36:43.843387,466,622,5.14,9.5,9,10,0.74,22.72
506,100000000037,JOG AZJY,2001-01-11,2001-01-11,17:11:57.666102,20:43:03.800543,968,596,4.04,9.5,10,9,0.74,18.65
507,100000000030,YF LFTBW,2001-03-04,2001-03-04,15:27:40.479734,23:31:20.690373,159,69,1.41,9.5,10,9,0.74,8.92
508,100000000031,VU AA7GG,2001-02-23,2001-02-23,01:16:54.914334,03:06:04.963353,819,612,5.37,9.0,10,8,0.78,24.84
509,100000000020,QW NO6H,2001-04-26,2001-04-26,20:42:33.595750,21:17:44.520999,406,95,8.26,10.0,10,10,0.7,32.41
510,100000000009,QN 7ACUG,2001-05-28,2001-05-28,14:39:25.435575,15:59:51.287688,779,954,5.59,10.0,10,10,0.7,23.06
511,100000000034,IBK CQ4J,2001-02-01,2001-02-01,05:32:13.087253,11:54:15.344890,518,464,9.87,9.5,9,10,0.74,40.22
512,100000000026,XQ FLQHJ,2001-04-06,2001-04-06,11:57:48.944459,14:19:51.164400,558,959,5.16,9.0,10,8,0.78,24.02
513,100000000031,VU AA7GG,2001-02-26,2001-02-27,20:52:55.342304,07:50:10.542137,612,970,9.71,10.0,10,10,0.7,37.48
514,100000000027,XI 8Y84,2001-03-28,2001-03-29,20:13:44.355176,02:55:35.349039,248,94,3.5,10.0,10,10,0.7,15.75
515,100000000028,YAP 9DNX3,2001-03-12,2001-03-13,22:38:15.968012,02:52:09.396330,655,942,5.1,8.5,10,7,0.82,25.01
516,100000000017,DM TLKQ,2001-05-12,2001-05-12,01:50:30.335842,03:03:02.814320,853,797,6.43,8.5,9,8,0.82,30.46
517,100000000024,AA UJOZ,2001-04-13,2001-04-13,03:34:01.049898,17:11:40.826876,476,442,1.12,9.5,10,9,0.74,7.84
518,100000000031,VU AA7GG,2001-02-28,2001-02-28,12:59:34.136832,17:05:36.633006,970,208,8.33,10.0,10,10,0.7,32.65
519,100000000019,DXS V2QJ,2001-05-01,2001-05-01,11:41:06.798780,16:24:28.558961,828,357,9.84,9.5,10,9,0.74,40.11
520,100000000027,PX BC54P,2001-04-06,2001-04-06,10:36:29.343638,12:57:15.950828,729,620,1.76,9.0,10,8,0.78,10.76
521,100000000033,YB TU4BF,2001-02-14,2001-02-14,02:08:00.991287,02:36:06.816753,365,38,2.19,10.0,10,10,0.7,11.16
522,100000000032,VDM WZHP3,2001-02-27,2001-02-28,16:11:50.524209,13:15:49.060324,622,410,9.47,10.0,10,10,0.7,36.64
523,100000000015,MD GUO25,2001-05-19,2001-05-19,05:40:44.953190,14:43:29.691374,894,720,2.21,9.5,9,10,0.74,11.88
524,100000000013,USO 8BXCL,2001-05-24,2001-05-24,11:52:59.888239,12:25:47.297997,143,168,8.97,8.5,10,7,0.82,40.88
525,100000000028,YAP 9DNX3,2001-03-24,2001-03-24,21:33:16.673740,22:36:50.097748,942,972,2.5,10.0,10,10,0.7,12.25
526,100000000028,YAP 9DNX3,2001-03-28,2001-03-28,01:31:02.300937,02:32:20.676385,972,310,2.35,9.5,10,9,0.74,12.4
527,100000000029,YF LFTBW,2001-03-12,2001-03-12,04:25:47.814733,06:23:49.296528,69,360,7.61,10.0,10,10,0.7,30.14
528,100000000025,XQ FLQHJ,2001-04-10,2001-04-10,22:29:53.694545,22:39:37.165762,959,660,3.5,9.5,10,9,0.74,16.65
529,100000000034,IBK CQ4J,2001-02-08,2001-02-08,10:42:32.519207,11:37:11.219528,464,626,4.84,9.5,9,10,0.74,21.61
530,100000000033,YB TU4BF,2001-02-20,2001-02-20,22:27:22.520600,22:36:27.915386,38,704,5.74,10.0,10,10,0.7,23.59
531,100000000016,CPD 7R713,2001-05-18,2001-05-19,18:07:28.580414,05:46:02.636763,651,466,2.02,10.0,10,10,0.7,10.57
532,100000000029,YF LFTBW,2001-03-13,2001-03-13,04:59:00.805186,19:57:19.535715,360,351,5.32,10.0,10,10,0.7,22.12
533,100000000036,TUB DR30P,2001-01-23,2001-01-23,17:52:16.885649,18:00:16.370939,132,848,6.28,10.0,10,10,0.7,25.48
534,100000000017,DM TLKQ,2001-05-16,2001-05-16,10:07:11.926386,13:15:47.313487,797,672,8.06,10.0,10,10,0.7,31.71
535,100000000034,IBK CQ4J,2001-02-19,2001-02-20,16:59:34.159515,07:28:50.759529,626,570,5.48,9.0,10,8,0.78,25.27
536,100000000029,YF LFTBW,2001-03-20,2001-03-21,21:10:54.282438,02:24:43.077976,351,681,3.81,9.5,10,9,0.74,17.8
537,100000000031,VU AA7GG,2001-03-03,2001-03-03,08:56:55.003063,14:38:48.267794,208,341,2.81,9.5,10,9,0.74,14.1
538,100000000021,WMY CDXR,2001-04-24,2001-04-25,22:32:27.328300,09:24:05.783638,452,280,8.99,10.0,10,10,0.7,34.96
539,100000000038,SX 3EAZU,2001-01-09,2001-01-10,14:21:59.257600,03:51:21.642833,985,943,1.37,9.5,10,9,0.74,8.77
540,100000000031,VU AA7GG,2001-03-04,2001-03-04,05:32:20.265303,07:44:23.055575,341,621,6.66,10.0,10,10,0.7,26.81
541,100000000039,BZ 7T7T,2001-01-05,2001-01-05,13:41:03.178408,19:11:28.754059,100,379,9.87,10.0,10,10,0.7,38.04
542,100000000015,SR CKI2,2001-05-22,2001-05-23,20:55:23.240177,09:53:05.647184,120,306,7.46,10.0,10,10,0.7,29.61
543,100000000035,EBM 7JQME,2001-02-12,2001-02-12,13:45:14.820076,16:54:29.699979,892,377,1.52,9.5,9,10,0.74,9.32
544,100000000032,VDM WZHP3,2001-03-02,2001-03-02,05:53:07.569387,08:33:18.677542,410,154,5.21,9.5,10,9,0.74,22.98
545,100000000022,BHK G6SA,2001-04-15,2001-04-16,22:04:53.678233,13:14:58.179627,508,401,9.42,9.5,9,10,0.74,38.55
546,100000000026,PX BC54P,2001-04-09,2001-04-09,11:33:26.630002,16:45:05.355439,620,670,3.83,9.5,10,9,0.74,17.87
547,100000000037,JOG AZJY,2001-01-18,2001-01-18,08:46:24.994564,10:21:18.570632,596,341,7.8,9.5,10,9,0.74,32.56
548,100000000022,BHK G6SA,2001-04-19,2001-04-19,00:09:16.326914,19:26:17.954254,401,135,6.31,10.0,10,10,0.7,25.58
549,100000000019,DXS V2QJ,2001-05-03,2001-05-03,14:05:23.601765,20:59:19.854811,357,960,7.63,9.5,10,9,0.74,31.93
550,100000000023,QAW 11NC,2001-04-16,2001-04-16,02:45:34.146027,03:06:16.354004,493,751,7.74,9.5,10,9,0.74,32.34
551,100000000037,JOG AZJY,2001-01-22,2001-01-23,18:16:22.167059,02:29:46.065162,341,57,4.64,9.5,10,9,0.74,20.87
552,100000000025,XQ FLQHJ,2001-04-12,2001-04-12,07:28:12.493368,13:37:49.994006,660,89,7.57,10.0,10,10,0.7,29.99
553,100000000017,DM TLKQ,2001-05-16,2001-05-17,23:34:06.501693,14:03:35.969014,672,876,4.9,9.5,10,9,0.74,21.83
554,100000000036,LT Y85G,2001-02-12,2001-02-12,03:49:07.813069,04:44:41.036373,754,763,1.06,10.0,10,10,0.7,7.21
555,100000000030,VU AA7GG,2001-03-05,2001-03-05,09:50:30.927240,14:52:20.332962,621,810,1.85,9.5,10,9,0.74,10.54
556,100000000038,SX 3EAZU,2001-01-13,2001-01-13,03:42:25.351190,18:45:38.043794,943,940,9.78,10.0,10,10,0.7,37.73
557,100000000035,EBM 7JQME,2001-02-19,2001-02-19,00:19:55.889170,01:25:39.484552,377,215,2.73,9.5,10,9,0.74,13.8
558,100000000020,QW NO6H,2001-04-30,2001-04-30,00:28:23.864764,02:28:47.244778,95,637,1.54,10.0,10,10,0.7,8.89
559,100000000016,DM TLKQ,2001-05-18,2001-05-18,21:18:11.419796,21:51:09.672919,876,461,1.46,9.5,9,10,0.74,9.1
560,100000000020,QW NO6H,2001-04-30,2001-04-30,19:34:24.440264,19:51:53.828114,637,709,8.29,9.0,10,8,0.78,36.23
561,100000000020,QW NO6H,2001-05-01,2001-05-01,02:29:19.109576,20:20:20.017998,709,850,7.81,9.5,10,9,0.74,32.6
562,100000000028,YAP 9DNX3,2001-03-28,2001-03-28,05:49:16.646197,12:17:46.557779,310,355,5.81,10.0,10,10,0.7,23.83
563,100000000031,VDM WZHP3,2001-03-05,2001-03-05,04:58:27.900007,19:51:33.779396,154,967,7.12,10.0,10,10,0.7,28.42
564,100000000036,LT Y85G,2001-02-17,2001-02-18,12:22:22.625852,09:39:12.296994,763,268,7.22,9.5,10,9,0.74,30.41
565,100000000033,YB TU4BF,2001-02-25,2001-02-25,15:05:27.440049,20:43:23.670561,704,455,7.93,9.5,10,9,0.74,33.04
566,100000000016,MD GUO25,2001-05-20,2001-05-20,04:32:51.048195,07:16:01.059188,720,154,4.95,9.5,10,9,0.74,22.02
567,100000000037,TUB DR30P,2001-02-16,2001-02-16,14:10:05.345694,14:13:38.180582,848,587,9.45,8.5,10,7,0.82,42.84
568,100000000033,YB TU4BF,2001-02-27,2001-02-27,19:57:23.202162,23:44:03.613536,455,49,7.11,9.0,10,8,0.78,31.63
569,100000000022,BHK G6SA,2001-04-20,2001-04-20,00:43:17.500396,01:31:18.949774,135,263,9.89,9.5,10,9,0.74,40.29
570,100000000021,BHK G6SA,2001-04-25,2001-04-25,05:03:33.576623,12:08:05.194653,263,716,4.08,9.5,10,9,0.74,18.8
571,100000000038,JOG AZJY,2001-01-30,2001-01-31,22:23:57.488207,03:12:15.213427,57,829,8.37,9.0,9,9,0.78,36.54
572,100000000022,QAW 11NC,2001-04-24,2001-04-24,12:33:04.490099,13:23:42.602021,751,928,7.58,10.0,10,10,0.7,30.03
573,100000000037,TUB DR30P,2001-02-16,2001-02-17,22:01:52.845660,10:58:46.206507,587,1,5.21,10.0,10,10,0.7,21.74
574,100000000016,MD GUO25,2001-05-22,2001-05-22,14:26:29.068846,21:42:28.259848,154,708,1.83,10.0,10,10,0.7,9.9
575,100000000021,WMY CDXR,2001-04-26,2001-04-26,18:49:04.958503,22:28:52.717857,280,967,7.6,10.0,10,10,0.7,30.1
576,100000000039,SX 3EAZU,2001-01-24,2001-01-24,00:58:54.714606,10:08:06.550972,940,827,8.12,9.5,10,9,0.74,33.74
